ucr_id,probabilistic_cluster_id,minimum_staging_record_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,deterministic_cluster_ids,source_system_count,source_systems,cluster_confidence,cluster_confidence_type,deterministic_linking_rules
UCR000149,PCL000149,STG000149,deterministically_linked,Deterministic,5,1,DCL000149,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000150,PCL000150,STG000150,unresolved_singleton,Unresolved,1,1,DCL000150,1,CRM,,,
UCR000151,PCL000151,STG000151,deterministically_linked,Deterministic,11,1,DCL000151,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR000152,PCL000152,STG000152,deterministically_linked,Deterministic,10,1,DCL000152,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000153,PCL000153,STG000153,deterministically_linked,Deterministic,17,1,DCL000153,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR000154,PCL000154,STG000154,deterministically_linked,Deterministic,10,1,DCL000154,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000155,PCL000155,STG000155,deterministically_linked,Deterministic,9,1,DCL000155,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000156,PCL000156,STG000156,deterministically_linked,Deterministic,13,1,DCL000156,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D08
UCR000157,PCL000157,STG000157,deterministically_linked,Deterministic,6,1,DCL000157,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000158,PCL000158,STG000158,deterministically_linked,Deterministic,13,1,DCL000158,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D04
UCR000159,PCL000159,STG000159,deterministically_linked,Deterministic,3,1,DCL000159,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D03 | D07
UCR000160,PCL000160,STG000160,deterministically_linked,Deterministic,13,1,DCL000160,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR000161,PCL000161,STG000161,deterministically_linked,Deterministic,2,1,DCL000161,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000162,PCL000162,STG000162,deterministically_linked,Deterministic,4,1,DCL000162,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D06 | D08
UCR000163,PCL000163,STG000163,deterministically_linked,Deterministic,3,1,DCL000163,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D04
UCR000164,PCL000164,STG000164,deterministically_linked,Deterministic,5,1,DCL000164,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000165,PCL000165,STG000165,deterministically_linked,Deterministic,4,1,DCL000165,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000166,PCL000166,STG000166,deterministically_linked,Deterministic,4,1,DCL000166,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR000167,PCL000167,STG000167,deterministically_linked,Deterministic,5,1,DCL000167,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR000168,PCL000168,STG000168,deterministically_linked,Deterministic,8,1,DCL000168,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR000169,PCL000169,STG000169,deterministically_linked,Deterministic,3,1,DCL000169,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000170,PCL000170,STG000170,deterministically_linked,Deterministic,6,1,DCL000170,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D08
UCR000171,PCL000171,STG000171,deterministically_linked,Deterministic,5,1,DCL000171,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR000172,PCL000172,STG000172,deterministically_linked,Deterministic,9,1,DCL000172,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000173,PCL000173,STG000173,deterministically_linked,Deterministic,6,1,DCL000173,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D05 | D07
UCR000174,PCL000174,STG000174,deterministically_linked,Deterministic,6,1,DCL000174,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000175,PCL000175,STG000175,deterministically_linked,Deterministic,8,1,DCL000175,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000176,PCL000176,STG000176,deterministically_linked,Deterministic,5,1,DCL000176,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000177,PCL000177,STG000177,deterministically_linked,Deterministic,5,1,DCL000177,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR000178,PCL000178,STG000178,deterministically_linked,Deterministic,6,1,DCL000178,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000179,PCL000179,STG000179,deterministically_linked,Deterministic,6,1,DCL000179,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR000180,PCL000180,STG000180,deterministically_linked,Deterministic,4,1,DCL000180,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000181,PCL000181,STG000181,deterministically_linked,Deterministic,3,1,DCL000181,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000182,PCL000182,STG000182,deterministically_linked,Deterministic,6,1,DCL000182,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D05
UCR000183,PCL000183,STG000183,deterministically_linked,Deterministic,4,1,DCL000183,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000184,PCL000184,STG000184,deterministically_linked,Deterministic,2,1,DCL000184,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000185,PCL000185,STG000185,deterministically_linked,Deterministic,3,1,DCL000185,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000186,PCL000186,STG000186,deterministically_linked,Deterministic,10,1,DCL000186,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000187,PCL000187,STG000187,deterministically_linked,Deterministic,7,1,DCL000187,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000188,PCL000188,STG000188,unresolved_singleton,Unresolved,1,1,DCL000188,1,CRM,,,
UCR000189,PCL000189,STG000189,deterministically_linked,Deterministic,6,1,DCL000189,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000190,PCL000190,STG000190,deterministically_linked,Deterministic,4,1,DCL000190,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000191,PCL000191,STG000191,deterministically_linked,Deterministic,6,1,DCL000191,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D04 | D08
UCR000192,PCL000192,STG000192,deterministically_linked,Deterministic,6,1,DCL000192,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D06
UCR000193,PCL000193,STG000193,deterministically_linked,Deterministic,5,1,DCL000193,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D04
UCR000194,PCL000194,STG000194,deterministically_linked,Deterministic,4,1,DCL000194,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000195,PCL000195,STG000195,deterministically_linked,Deterministic,16,1,DCL000195,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D04 | D05
UCR000196,PCL000196,STG000196,deterministically_linked,Deterministic,4,1,DCL000196,2,CRM | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR000197,PCL000197,STG000197,deterministically_linked,Deterministic,5,1,DCL000197,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000198,PCL000198,STG000198,deterministically_linked,Deterministic,5,1,DCL000198,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR000199,PCL000199,STG000199,deterministically_linked,Deterministic,10,1,DCL000199,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR000200,PCL000200,STG000200,deterministically_linked,Deterministic,6,1,DCL000200,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000201,PCL000201,STG000201,deterministically_linked,Deterministic,3,1,DCL000201,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000202,PCL000202,STG000202,deterministically_linked,Deterministic,5,1,DCL000202,3,CRM | ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D04 | D06
UCR000203,PCL000203,STG000203,deterministically_linked,Deterministic,10,1,DCL000203,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000204,PCL000204,STG000204,deterministically_linked,Deterministic,10,1,DCL000204,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D06
UCR000205,PCL000205,STG000205,deterministically_linked,Deterministic,4,1,DCL000205,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR000206,PCL000206,STG000206,deterministically_linked,Deterministic,7,1,DCL000206,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000207,PCL000207,STG000207,deterministically_linked,Deterministic,18,1,DCL000207,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000208,PCL000208,STG000208,deterministically_linked,Deterministic,13,1,DCL000208,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000209,PCL000209,STG000209,deterministically_linked,Deterministic,12,1,DCL000209,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000210,PCL000210,STG000210,deterministically_linked,Deterministic,10,1,DCL000210,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000211,PCL000211,STG000211,deterministically_linked,Deterministic,6,1,DCL000211,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR000212,PCL000212,STG000212,deterministically_linked,Deterministic,8,1,DCL000212,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D05
UCR000213,PCL000213,STG000213,deterministically_linked,Deterministic,11,1,DCL000213,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000214,PCL000214,STG000214,deterministically_linked,Deterministic,3,1,DCL000214,3,CRM | ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000215,PCL000215,STG000215,deterministically_linked,Deterministic,10,1,DCL000215,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000216,PCL000216,STG000216,deterministically_linked,Deterministic,10,1,DCL000216,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000217,PCL000217,STG000217,deterministically_linked,Deterministic,7,1,DCL000217,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR000218,PCL000218,STG000218,deterministically_linked,Deterministic,8,1,DCL000218,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR000219,PCL000219,STG000219,probabilistically_linked,Hybrid,5,2,DCL000219 | DCL008563,4,CRM | ECOMMERCE | MARKETING | ONLINE,0.9235,Minimum accepted probabilistic score,D01 | D05 | D08
UCR000220,PCL000220,STG000220,deterministically_linked,Deterministic,12,1,DCL000220,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR000221,PCL000221,STG000221,deterministically_linked,Deterministic,4,1,DCL000221,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR000222,PCL000222,STG000222,deterministically_linked,Deterministic,5,1,DCL000222,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR000223,PCL000223,STG000223,deterministically_linked,Deterministic,10,1,DCL000223,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D08
UCR000224,PCL000224,STG000224,deterministically_linked,Deterministic,9,1,DCL000224,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D04
UCR000225,PCL000225,STG000225,deterministically_linked,Deterministic,6,1,DCL000225,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000226,PCL000226,STG000226,deterministically_linked,Deterministic,8,1,DCL000226,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR000227,PCL000227,STG000227,deterministically_linked,Deterministic,4,1,DCL000227,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000228,PCL000228,STG000228,unresolved_singleton,Unresolved,1,1,DCL000228,1,CRM,,,
UCR000229,PCL000229,STG000229,deterministically_linked,Deterministic,3,1,DCL000229,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR000230,PCL000230,STG000230,deterministically_linked,Deterministic,7,1,DCL000230,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000231,PCL000231,STG000231,deterministically_linked,Deterministic,5,1,DCL000231,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000232,PCL000232,STG000232,deterministically_linked,Deterministic,3,1,DCL000232,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000233,PCL000233,STG000233,deterministically_linked,Deterministic,9,1,DCL000233,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D04 | D06 | D07
UCR000234,PCL000234,STG000234,deterministically_linked,Deterministic,6,1,DCL000234,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000235,PCL000235,STG000235,unresolved_singleton,Unresolved,1,1,DCL000235,1,CRM,,,
UCR000236,PCL000236,STG000236,deterministically_linked,Deterministic,4,1,DCL000236,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000237,PCL000237,STG000237,deterministically_linked,Deterministic,8,1,DCL000237,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR000238,PCL000238,STG000238,deterministically_linked,Deterministic,6,1,DCL000238,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR000239,PCL000239,STG000239,deterministically_linked,Deterministic,4,1,DCL000239,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000240,PCL000240,STG000240,deterministically_linked,Deterministic,10,1,DCL000240,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR000241,PCL000241,STG000241,deterministically_linked,Deterministic,4,1,DCL000241,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR000242,PCL000242,STG000242,deterministically_linked,Deterministic,3,1,DCL000242,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000243,PCL000243,STG000243,deterministically_linked,Deterministic,5,1,DCL000243,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR000244,PCL000244,STG000244,deterministically_linked,Deterministic,2,1,DCL000244,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000245,PCL000245,STG000245,deterministically_linked,Deterministic,13,1,DCL000245,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D04
UCR000246,PCL000246,STG000246,deterministically_linked,Deterministic,11,1,DCL000246,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D04
UCR000247,PCL000247,STG000247,deterministically_linked,Deterministic,14,1,DCL000247,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR000248,PCL000248,STG000248,deterministically_linked,Deterministic,5,1,DCL000248,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR000249,PCL000249,STG000249,deterministically_linked,Deterministic,6,1,DCL000249,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR000250,PCL000250,STG000250,deterministically_linked,Deterministic,3,1,DCL000250,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000251,PCL000251,STG000251,deterministically_linked,Deterministic,2,1,DCL000251,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000252,PCL000252,STG000252,deterministically_linked,Deterministic,6,1,DCL000252,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000253,PCL000253,STG000253,deterministically_linked,Deterministic,5,1,DCL000253,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR000254,PCL000254,STG000254,deterministically_linked,Deterministic,8,1,DCL000254,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR000255,PCL000255,STG000255,deterministically_linked,Deterministic,3,1,DCL000255,2,CRM | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR000256,PCL000256,STG000256,deterministically_linked,Deterministic,10,1,DCL000256,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D04
UCR000257,PCL000257,STG000257,deterministically_linked,Deterministic,5,1,DCL000257,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000258,PCL000258,STG000258,deterministically_linked,Deterministic,5,1,DCL000258,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR000259,PCL000259,STG000259,deterministically_linked,Deterministic,8,1,DCL000259,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR000260,PCL000260,STG000260,deterministically_linked,Deterministic,7,1,DCL000260,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000261,PCL000261,STG000261,deterministically_linked,Deterministic,9,1,DCL000261,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR000262,PCL000262,STG000262,deterministically_linked,Deterministic,10,1,DCL000262,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR000263,PCL000263,STG000263,deterministically_linked,Deterministic,9,1,DCL000263,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR000264,PCL000264,STG000264,deterministically_linked,Deterministic,3,1,DCL000264,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D02
