support_ticket_id,ground_truth_id,customer_segment,customer_age,intended_issue_category,contact_channel,issue_category,dq_name_typo,dq_email_typo,dq_phone_error,dq_missing_email,dq_missing_phone,dq_incorrect_issue_category
SUP000317,GT008512,Occasional,33,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP000318,GT005687,Occasional,48,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000319,GT006636,VIP,79,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000320,GT005276,VIP,41,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000321,GT007300,Occasional,47,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000322,GT009991,Occasional,77,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000323,GT008241,Regular,64,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000324,GT004874,Occasional,62,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000325,GT003822,Regular,57,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000326,GT008013,VIP,73,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP000327,GT000907,Regular,67,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000328,GT007362,Occasional,27,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP000329,GT004320,Regular,81,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000330,GT008474,Regular,69,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000331,GT004519,VIP,79,Accessibility,Email,Accessibility,False,True,False,False,True,False
SUP000332,GT008292,Occasional,39,Complaint,Email,Complaint,False,False,True,False,False,False
SUP000333,GT004103,Occasional,43,Refund request,Email,Refund request,False,True,False,False,True,False
SUP000334,GT002279,Occasional,42,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000335,GT005212,Occasional,20,Refund request,Email,Refund request,False,True,False,False,True,False
SUP000336,GT005823,Occasional,35,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000337,GT004910,Regular,29,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000338,GT002219,Occasional,23,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000339,GT008320,Regular,29,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000340,GT004439,Occasional,54,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000341,GT003531,Regular,27,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000342,GT003976,Occasional,56,Refund request,Email,Complaint,False,False,False,False,True,True
SUP000343,GT008667,Regular,34,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000344,GT003804,Regular,29,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP000345,GT005840,VIP,63,Accessibility,Email,Accessibility,False,True,False,False,True,False
SUP000346,GT006483,Regular,58,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000347,GT007589,Occasional,59,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000348,GT002961,Occasional,43,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000349,GT000141,VIP,83,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000350,GT002229,Occasional,65,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000351,GT005939,VIP,78,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000352,GT003972,Regular,38,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP000353,GT002208,Regular,59,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000354,GT005408,Occasional,19,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000355,GT005153,Occasional,68,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000356,GT001926,Regular,41,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000357,GT004264,Occasional,54,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000358,GT009173,Regular,44,Enquiry,Email,Enquiry,False,False,True,False,False,False
SUP000359,GT008749,Occasional,49,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP000360,GT003777,Occasional,70,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000361,GT000051,Occasional,66,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000362,GT008057,Occasional,66,Refund request,Phone,Refund request,False,False,True,True,False,False
SUP000363,GT007285,VIP,54,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000364,GT003864,Occasional,43,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP000365,GT006973,Occasional,72,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000366,GT005203,Regular,52,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000367,GT006088,Occasional,20,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000368,GT008391,VIP,75,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000369,GT003520,Occasional,56,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000370,GT005337,Occasional,25,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP000371,GT000691,Regular,53,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000372,GT008168,Regular,76,Enquiry,Email,Enquiry,True,False,False,False,False,False
SUP000373,GT002149,Occasional,27,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000374,GT005966,VIP,72,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000375,GT005764,VIP,34,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000376,GT007814,Occasional,57,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000377,GT003167,Occasional,33,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP000378,GT003977,Occasional,28,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000379,GT006529,Regular,63,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000380,GT009371,Regular,32,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000381,GT000506,Occasional,37,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000382,GT003407,Regular,20,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000383,GT005569,Regular,74,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000384,GT008084,Occasional,72,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP000385,GT001415,Regular,38,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000386,GT004535,Regular,56,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP000387,GT001581,VIP,64,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000388,GT001228,Occasional,80,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000389,GT000655,Regular,42,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000390,GT007276,Regular,22,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000391,GT004152,Occasional,24,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP000392,GT008969,Occasional,73,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000393,GT003599,Occasional,58,Complaint,Email,Accessibility,False,False,True,False,False,True
SUP000394,GT001221,Regular,76,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000395,GT000482,Regular,55,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000396,GT000106,Occasional,38,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000397,GT000658,Occasional,41,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000398,GT000769,Regular,72,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000399,GT009577,Occasional,25,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000400,GT000604,Regular,29,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000401,GT009174,Occasional,46,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000402,GT009714,Regular,22,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000403,GT009601,Regular,53,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000404,GT008304,VIP,34,Accessibility,Phone,Complaint,False,False,False,False,False,True
SUP000405,GT001720,Occasional,64,Refund request,Email,Refund request,False,True,False,False,False,False
SUP000406,GT002436,Regular,74,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000407,GT009522,Occasional,27,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000408,GT007131,Occasional,49,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000409,GT000941,Regular,61,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000410,GT007545,Occasional,71,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000411,GT004790,Regular,21,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000412,GT000065,Occasional,64,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000413,GT008877,Occasional,63,Accessibility,Email,Enquiry,False,False,False,False,False,True
SUP000414,GT000412,Occasional,57,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP000415,GT003867,Regular,20,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000416,GT009491,VIP,79,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000417,GT006358,Regular,68,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000418,GT001756,Regular,32,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000419,GT006362,Regular,66,Complaint,Email,Complaint,False,True,False,False,True,False
SUP000420,GT000911,Regular,21,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000421,GT005306,Regular,78,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000422,GT000251,VIP,58,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000423,GT002818,VIP,28,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP000424,GT007355,Regular,85,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000425,GT004801,Occasional,65,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP000426,GT008088,Occasional,64,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP000427,GT008480,Occasional,70,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000428,GT002702,VIP,55,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000429,GT003351,Occasional,75,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000430,GT003347,VIP,75,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000431,GT007727,Occasional,73,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000432,GT002314,VIP,51,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000433,GT007512,Regular,59,Enquiry,Email,Refund request,False,False,False,False,False,True
SUP000434,GT003296,Regular,61,Refund request,Email,Refund request,False,False,True,False,False,False
SUP000435,GT002509,Regular,56,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000436,GT007247,Regular,42,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000437,GT009076,Occasional,24,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000438,GT008800,Occasional,63,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000439,GT003510,Occasional,28,Complaint,Phone,Complaint,False,True,True,False,False,False
SUP000440,GT008473,VIP,22,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000441,GT007548,Regular,31,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000442,GT002601,Occasional,47,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000443,GT005964,Occasional,36,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000444,GT002080,Occasional,81,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000445,GT001406,Occasional,33,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000446,GT005936,Occasional,41,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000447,GT007931,Regular,61,Refund request,Email,Refund request,False,False,False,False,True,False
SUP000448,GT000228,Occasional,22,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000449,GT003187,Regular,67,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000450,GT007033,Regular,33,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP000451,GT001966,Regular,51,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000452,GT008474,Regular,69,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000453,GT000030,VIP,33,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP000454,GT001288,Regular,34,Complaint,Email,Complaint,False,False,False,False,True,False
SUP000455,GT004934,Regular,62,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP000456,GT006289,Regular,65,Refund request,Phone,Complaint,False,False,False,False,False,True
SUP000457,GT003262,Regular,50,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000458,GT004323,Occasional,32,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000459,GT007561,VIP,52,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000460,GT002222,Regular,78,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP000461,GT005734,Occasional,38,Refund request,Email,Refund request,False,False,False,False,False,False
SUP000462,GT000224,Occasional,23,Complaint,Email,Complaint,False,False,False,False,False,False
SUP000463,GT005831,Occasional,26,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP000464,GT007954,Regular,45,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP000465,GT008379,Regular,58,Refund request,Email,Refund request,False,False,False,False,False,False
