ground_truth_id,evaluation_split
GT001502,calibration
GT001503,evaluation
GT001504,evaluation
GT001505,calibration
GT001506,calibration
GT001507,calibration
GT001508,calibration
GT001509,calibration
GT001510,calibration
GT001511,calibration
GT001512,calibration
GT001513,evaluation
GT001514,evaluation
GT001515,calibration
GT001516,calibration
GT001517,calibration
GT001518,evaluation
GT001519,calibration
GT001520,evaluation
GT001521,calibration
GT001522,calibration
GT001523,calibration
GT001524,calibration
GT001525,evaluation
GT001526,evaluation
GT001527,evaluation
GT001528,calibration
GT001529,calibration
GT001530,evaluation
GT001531,evaluation
GT001532,calibration
GT001533,calibration
GT001534,calibration
GT001535,calibration
GT001536,evaluation
GT001537,evaluation
GT001538,calibration
GT001539,calibration
GT001540,calibration
GT001541,calibration
GT001542,calibration
GT001543,evaluation
GT001544,calibration
GT001545,evaluation
GT001546,calibration
GT001547,calibration
GT001548,evaluation
GT001549,evaluation
GT001550,evaluation
GT001551,evaluation
GT001552,anonymous_only
GT001553,evaluation
GT001554,calibration
GT001555,evaluation
GT001556,evaluation
GT001557,calibration
GT001558,calibration
GT001559,calibration
GT001560,evaluation
GT001561,calibration
GT001562,anonymous_only
GT001563,calibration
GT001564,calibration
GT001565,calibration
GT001566,calibration
GT001567,evaluation
GT001568,calibration
GT001569,calibration
GT001570,evaluation
GT001571,evaluation
GT001572,calibration
GT001573,calibration
GT001574,evaluation
GT001575,calibration
GT001576,calibration
GT001577,calibration
GT001578,calibration
GT001579,calibration
GT001580,calibration
GT001581,evaluation
GT001582,evaluation
GT001583,evaluation
GT001584,calibration
GT001585,calibration
GT001586,evaluation
GT001587,calibration
GT001588,evaluation
GT001589,calibration
GT001590,calibration
GT001591,calibration
GT001592,calibration
GT001593,calibration
GT001594,calibration
GT001595,calibration
GT001596,calibration
GT001597,calibration
GT001598,evaluation
GT001599,calibration
GT001600,calibration
GT001601,evaluation
GT001602,calibration
GT001603,calibration
GT001604,calibration
GT001605,evaluation
GT001606,calibration
GT001607,calibration
GT001608,evaluation
GT001609,calibration
GT001610,evaluation
GT001611,calibration
GT001612,calibration
GT001613,calibration
GT001614,evaluation
GT001615,calibration
GT001616,calibration
GT001617,evaluation
GT001618,evaluation
GT001619,calibration
GT001620,evaluation
GT001621,calibration
GT001622,calibration
GT001623,calibration
GT001624,calibration
GT001625,calibration
GT001626,calibration
GT001627,calibration
GT001628,calibration
GT001629,calibration
GT001630,evaluation
GT001631,calibration
GT001632,calibration
GT001633,evaluation
GT001634,evaluation
GT001635,calibration
GT001636,calibration
GT001637,calibration
GT001638,evaluation
GT001639,calibration
GT001640,calibration
GT001641,calibration
GT001642,calibration
GT001643,calibration
GT001644,calibration
GT001645,calibration
GT001646,calibration
GT001647,calibration
GT001648,evaluation
GT001649,evaluation
GT001650,evaluation
GT001651,evaluation
GT001652,calibration
GT001653,evaluation
GT001654,calibration
GT001655,calibration
GT001656,evaluation
GT001657,calibration
GT001658,calibration
GT001659,evaluation
GT001660,calibration
GT001661,calibration
GT001662,calibration
GT001663,calibration
GT001664,evaluation
GT001665,calibration
GT001666,calibration
GT001667,calibration
GT001668,calibration
GT001669,calibration
GT001670,evaluation
GT001671,calibration
GT001672,evaluation
GT001673,evaluation
GT001674,calibration
GT001675,calibration
GT001676,calibration
GT001677,calibration
GT001678,calibration
GT001680,calibration
GT001681,evaluation
GT001682,evaluation
GT001683,evaluation
GT001684,evaluation
GT001685,calibration
GT001686,calibration
GT001687,calibration
GT001688,calibration
GT001689,calibration
GT001690,calibration
GT001691,evaluation
GT001692,evaluation
GT001693,calibration
GT001694,calibration
GT001695,calibration
GT001696,evaluation
GT001697,evaluation
GT001698,evaluation
GT001699,calibration
GT001700,calibration
GT001701,evaluation
GT001702,evaluation
GT001703,calibration
GT001704,calibration
GT001705,calibration
GT001706,evaluation
GT001707,evaluation
GT001708,calibration
GT001709,evaluation
GT001710,calibration
GT001711,evaluation
GT001712,calibration
GT001713,calibration
GT001714,calibration
GT001715,evaluation
GT001716,calibration
GT001717,calibration
GT001718,calibration
GT001719,calibration
GT001720,calibration
GT001721,calibration
GT001722,evaluation
GT001723,calibration
GT001724,evaluation
GT001725,evaluation
GT001726,calibration
GT001727,calibration
GT001728,calibration
GT001729,calibration
GT001730,calibration
GT001731,calibration
GT001732,calibration
GT001733,calibration
GT001734,calibration
GT001736,calibration
GT001737,calibration
GT001738,calibration
GT001739,evaluation
GT001740,calibration
GT001741,evaluation
GT001742,calibration
GT001743,calibration
GT001744,calibration
GT001745,calibration
GT001746,calibration
GT001747,calibration
GT001748,calibration
GT001749,calibration
GT001750,calibration
GT001751,calibration
GT001752,calibration
GT001753,calibration
GT001754,evaluation
GT001756,calibration
GT001757,calibration
GT001758,evaluation
GT001759,calibration
GT001760,evaluation
GT001761,calibration
GT001762,calibration
GT001763,evaluation
GT001764,evaluation
GT001765,calibration
GT001766,calibration
GT001767,calibration
GT001768,calibration
GT001769,calibration
GT001770,calibration
GT001771,calibration
GT001772,evaluation
GT001773,calibration
GT001774,calibration
GT001775,evaluation
GT001776,evaluation
GT001777,calibration
GT001778,calibration
GT001779,calibration
GT001780,calibration
GT001781,evaluation
GT001782,evaluation
GT001783,calibration
GT001784,calibration
GT001785,calibration
GT001786,calibration
GT001787,calibration
GT001788,calibration
GT001789,calibration
GT001790,calibration
GT001791,evaluation
GT001792,calibration
GT001793,calibration
GT001794,calibration
GT001795,calibration
GT001796,calibration
GT001797,evaluation
GT001798,calibration
GT001799,calibration
GT001800,evaluation
GT001801,calibration
GT001802,evaluation
GT001803,calibration
GT001804,evaluation
GT001805,evaluation
GT001806,evaluation
GT001807,calibration
GT001808,evaluation
GT001809,calibration
GT001810,calibration
GT001811,calibration
GT001812,calibration
GT001813,calibration
GT001814,evaluation
GT001815,evaluation
GT001816,calibration
GT001817,calibration
GT001818,evaluation
GT001819,evaluation
GT001820,evaluation
GT001821,calibration
GT001822,calibration
GT001823,calibration
GT001824,evaluation
GT001825,evaluation
GT001826,calibration
GT001827,calibration
GT001828,calibration
GT001829,calibration
GT001830,evaluation
GT001831,calibration
GT001832,calibration
GT001833,calibration
GT001834,calibration
GT001835,calibration
GT001836,calibration
GT001837,calibration
GT001838,evaluation
GT001839,evaluation
GT001840,calibration
GT001841,evaluation
GT001842,calibration
GT001843,calibration
GT001844,calibration
GT001845,evaluation
GT001846,calibration
GT001847,calibration
GT001848,calibration
GT001849,calibration
GT001850,evaluation
GT001851,calibration
GT001852,calibration
GT001853,evaluation
GT001854,calibration
GT001855,calibration
GT001856,evaluation
GT001857,calibration
GT001858,calibration
GT001859,calibration
GT001860,calibration
GT001861,evaluation
GT001862,calibration
GT001863,calibration
GT001864,calibration
GT001865,calibration
GT001866,calibration
GT001867,calibration
GT001868,calibration
GT001869,calibration
GT001870,calibration
GT001871,evaluation
GT001872,calibration
GT001873,calibration
GT001874,calibration
GT001875,evaluation
GT001876,evaluation
GT001877,evaluation
GT001878,calibration
GT001879,evaluation
GT001880,calibration
GT001881,calibration
GT001882,calibration
GT001883,calibration
GT001884,anonymous_only
GT001885,calibration
GT001886,calibration
GT001887,calibration
GT001888,evaluation
GT001889,calibration
GT001890,calibration
GT001891,calibration
GT001892,evaluation
GT001893,calibration
GT001894,evaluation
GT001895,calibration
GT001896,calibration
GT001897,calibration
GT001898,evaluation
GT001899,evaluation
GT001900,calibration
GT001901,calibration
GT001902,calibration
GT001903,calibration
GT001904,evaluation
GT001905,calibration
GT001906,evaluation
GT001907,calibration
GT001908,calibration
GT001909,calibration
GT001910,evaluation
GT001911,evaluation
GT001912,evaluation
GT001913,calibration
GT001914,evaluation
GT001915,calibration
GT001916,evaluation
GT001917,evaluation
GT001918,calibration
GT001919,evaluation
GT001920,calibration
GT001921,evaluation
GT001922,calibration
GT001923,calibration
GT001924,evaluation
GT001925,evaluation
GT001926,calibration
GT001927,calibration
GT001928,calibration
GT001929,evaluation
GT001930,calibration
GT001931,evaluation
GT001932,evaluation
GT001933,calibration
GT001934,calibration
GT001935,calibration
GT001936,calibration
GT001937,evaluation
GT001938,calibration
GT001939,calibration
GT001940,calibration
GT001941,evaluation
GT001942,calibration
GT001943,calibration
GT001944,calibration
GT001945,calibration
GT001946,calibration
GT001947,calibration
GT001948,evaluation
GT001949,evaluation
GT001950,calibration
GT001951,calibration
GT001952,calibration
GT001953,calibration
GT001954,evaluation
GT001955,calibration
GT001956,calibration
GT001957,calibration
GT001958,calibration
GT001959,evaluation
GT001960,calibration
GT001961,calibration
GT001962,calibration
GT001963,calibration
GT001964,calibration
GT001965,evaluation
GT001966,calibration
GT001967,calibration
GT001968,calibration
GT001969,calibration
GT001970,evaluation
GT001971,calibration
GT001972,calibration
GT001973,calibration
GT001974,calibration
GT001975,calibration
GT001976,calibration
GT001977,calibration
GT001978,calibration
GT001979,calibration
GT001980,calibration
GT001981,calibration
GT001982,calibration
GT001983,calibration
GT001984,calibration
GT001985,calibration
GT001986,calibration
GT001987,calibration
GT001988,evaluation
GT001989,calibration
GT001990,evaluation
GT001991,calibration
GT001992,calibration
GT001993,calibration
GT001994,evaluation
GT001995,evaluation
GT001996,calibration
GT001997,calibration
GT001998,calibration
GT001999,evaluation
GT002000,calibration
GT002001,evaluation
GT002002,evaluation
GT002003,calibration
GT002004,evaluation
GT002005,calibration
GT002006,evaluation
GT002007,calibration
GT002008,calibration
GT002009,calibration
GT002010,evaluation
GT002011,calibration
GT002012,evaluation
GT002013,evaluation
GT002014,evaluation
GT002015,calibration
GT002016,evaluation
GT002017,evaluation
GT002018,evaluation
GT002019,evaluation
GT002020,calibration
GT002021,calibration
GT002022,evaluation
GT002023,calibration
GT002024,calibration
GT002025,calibration
GT002026,evaluation
GT002027,calibration
GT002028,calibration
GT002029,calibration
GT002030,calibration
GT002031,evaluation
GT002032,evaluation
GT002033,calibration
GT002034,evaluation
GT002035,calibration
GT002036,evaluation
GT002037,calibration
GT002038,calibration
GT002039,evaluation
GT002040,calibration
GT002041,calibration
GT002042,calibration
GT002043,evaluation
GT002044,calibration
GT002045,calibration
GT002046,calibration
GT002047,calibration
GT002048,evaluation
GT002049,evaluation
GT002050,calibration
GT002051,calibration
GT002052,calibration
GT002053,calibration
GT002054,evaluation
GT002055,calibration
GT002056,calibration
GT002057,evaluation
GT002058,calibration
GT002059,calibration
GT002060,evaluation
GT002061,calibration
GT002062,evaluation
GT002063,evaluation
GT002064,calibration
GT002065,calibration
GT002066,calibration
GT002067,evaluation
GT002068,calibration
GT002069,evaluation
GT002070,calibration
GT002071,evaluation
GT002072,evaluation
GT002073,calibration
GT002074,calibration
GT002075,evaluation
GT002076,calibration
GT002077,calibration
GT002078,calibration
GT002079,calibration
GT002080,calibration
GT002081,calibration
GT002082,evaluation
GT002083,calibration
GT002084,calibration
GT002085,calibration
GT002086,calibration
GT002087,calibration
GT002088,calibration
GT002089,calibration
GT002090,evaluation
GT002091,calibration
GT002092,calibration
GT002093,evaluation
GT002094,calibration
GT002095,calibration
GT002096,calibration
GT002097,evaluation
GT002098,evaluation
GT002099,calibration
GT002100,calibration
GT002101,calibration
GT002102,calibration
GT002103,evaluation
GT002104,calibration
GT002105,calibration
GT002106,evaluation
GT002107,calibration
GT002108,calibration
GT002109,calibration
GT002110,calibration
GT002111,calibration
GT002112,calibration
GT002113,calibration
GT002114,evaluation
GT002115,evaluation
GT002116,calibration
GT002117,calibration
GT002118,evaluation
GT002119,calibration
GT002120,calibration
GT002121,evaluation
GT002122,calibration
GT002123,evaluation
GT002124,calibration
GT002125,calibration
GT002126,calibration
GT002127,calibration
GT002128,calibration
GT002129,calibration
GT002130,evaluation
GT002131,calibration
GT002132,calibration
GT002133,evaluation
GT002134,calibration
GT002135,calibration
GT002136,calibration
GT002137,evaluation
GT002138,evaluation
GT002139,calibration
GT002140,calibration
GT002141,calibration
GT002142,anonymous_only
GT002143,evaluation
GT002144,calibration
GT002145,calibration
GT002146,calibration
GT002147,evaluation
GT002148,calibration
GT002149,calibration
GT002150,calibration
GT002151,calibration
GT002152,calibration
GT002153,calibration
GT002154,calibration
GT002155,anonymous_only
GT002156,calibration
GT002157,calibration
GT002158,calibration
GT002159,calibration
GT002160,calibration
GT002161,evaluation
GT002162,calibration
GT002163,evaluation
GT002164,calibration
GT002165,calibration
GT002166,calibration
GT002167,calibration
GT002168,evaluation
GT002169,calibration
GT002170,calibration
GT002171,calibration
GT002172,calibration
GT002173,calibration
GT002174,evaluation
