staging_record_id,source_system,source_record_id,ground_truth_id,evaluation_split
STG000574,CRM,CRM000574,GT003535,calibration
STG000575,CRM,CRM000575,GT007020,calibration
STG000576,CRM,CRM000576,GT006868,evaluation
STG000577,CRM,CRM000577,GT002074,calibration
STG000578,CRM,CRM000578,GT007644,calibration
STG000579,CRM,CRM000579,GT005440,evaluation
STG000580,CRM,CRM000580,GT009174,calibration
STG000581,CRM,CRM000581,GT005116,evaluation
STG000582,CRM,CRM000582,GT008692,calibration
STG000583,CRM,CRM000583,GT003110,evaluation
STG000584,CRM,CRM000584,GT003537,calibration
STG000585,CRM,CRM000585,GT005563,calibration
STG000586,CRM,CRM000586,GT000710,calibration
STG000587,CRM,CRM000587,GT004381,evaluation
STG000588,CRM,CRM000588,GT008919,calibration
STG000589,CRM,CRM000589,GT006574,calibration
STG000590,CRM,CRM000590,GT009349,calibration
STG000591,CRM,CRM000591,GT009212,evaluation
STG000592,CRM,CRM000592,GT001042,evaluation
STG000593,CRM,CRM000593,GT002583,calibration
STG000594,CRM,CRM000594,GT007385,evaluation
STG000595,CRM,CRM000595,GT004467,calibration
STG000596,CRM,CRM000596,GT007919,calibration
STG000597,CRM,CRM000597,GT004803,calibration
STG000598,CRM,CRM000598,GT001954,evaluation
STG000599,CRM,CRM000599,GT005587,evaluation
STG000600,CRM,CRM000600,GT008889,calibration
STG000601,CRM,CRM000601,GT000223,calibration
STG000602,CRM,CRM000602,GT005111,calibration
STG000603,CRM,CRM000603,GT005579,calibration
STG000604,CRM,CRM000604,GT009138,calibration
STG000605,CRM,CRM000605,GT000530,calibration
STG000606,CRM,CRM000606,GT004017,calibration
STG000607,CRM,CRM000607,GT007108,calibration
STG000608,CRM,CRM000608,GT002041,calibration
STG000609,CRM,CRM000609,GT006635,evaluation
STG000610,CRM,CRM000610,GT002572,calibration
STG000611,CRM,CRM000611,GT005300,evaluation
STG000612,CRM,CRM000612,GT001069,calibration
STG000613,CRM,CRM000613,GT005456,evaluation
STG000614,CRM,CRM000614,GT004947,calibration
STG000615,CRM,CRM000615,GT002152,calibration
STG000616,CRM,CRM000616,GT000141,evaluation
STG000617,CRM,CRM000617,GT007857,calibration
STG000618,CRM,CRM000618,GT004565,calibration
STG000619,CRM,CRM000619,GT004941,evaluation
STG000620,CRM,CRM000620,GT003719,calibration
STG000621,CRM,CRM000621,GT003648,evaluation
STG000622,CRM,CRM000622,GT005676,calibration
STG000623,CRM,CRM000623,GT005541,calibration
STG000624,CRM,CRM000624,GT003578,calibration
STG000625,CRM,CRM000625,GT005810,calibration
STG000626,CRM,CRM000626,GT003608,calibration
STG000627,CRM,CRM000627,GT004429,calibration
STG000628,CRM,CRM000628,GT003619,calibration
STG000629,CRM,CRM000629,GT000250,calibration
STG000630,CRM,CRM000630,GT000672,calibration
STG000631,CRM,CRM000631,GT004744,evaluation
STG000632,CRM,CRM000632,GT001401,calibration
STG000633,CRM,CRM000633,GT006331,calibration
STG000634,CRM,CRM000634,GT008407,calibration
STG000635,CRM,CRM000635,GT004192,calibration
STG000636,CRM,CRM000636,GT009171,calibration
STG000637,CRM,CRM000637,GT009272,calibration
STG000638,CRM,CRM000638,GT008266,evaluation
STG000639,CRM,CRM000639,GT004590,evaluation
STG000640,CRM,CRM000640,GT003528,calibration
STG000641,CRM,CRM000641,GT000605,evaluation
STG000642,CRM,CRM000642,GT007156,calibration
STG000643,CRM,CRM000643,GT001983,calibration
STG000644,CRM,CRM000644,GT007601,calibration
STG000645,CRM,CRM000645,GT008605,calibration
STG000646,CRM,CRM000646,GT004971,calibration
STG000647,CRM,CRM000647,GT006061,calibration
STG000648,CRM,CRM000648,GT006291,calibration
STG000649,CRM,CRM000649,GT002638,calibration
STG000650,CRM,CRM000650,GT003057,calibration
STG000651,CRM,CRM000651,GT003124,calibration
STG000652,CRM,CRM000652,GT008534,calibration
STG000653,CRM,CRM000653,GT007451,evaluation
STG000654,CRM,CRM000654,GT006159,calibration
STG000655,CRM,CRM000655,GT003753,calibration
STG000656,CRM,CRM000656,GT004511,calibration
STG000657,CRM,CRM000657,GT006884,calibration
STG000658,CRM,CRM000658,GT008194,calibration
STG000659,CRM,CRM000659,GT004724,calibration
STG000660,CRM,CRM000660,GT008086,evaluation
STG000661,CRM,CRM000661,GT004585,evaluation
STG000662,CRM,CRM000662,GT002482,calibration
STG000663,CRM,CRM000663,GT000994,calibration
STG000664,CRM,CRM000664,GT002994,evaluation
STG000665,CRM,CRM000665,GT004619,calibration
STG000666,CRM,CRM000666,GT007405,evaluation
STG000667,CRM,CRM000667,GT008709,evaluation
STG000668,CRM,CRM000668,GT004172,evaluation
STG000669,CRM,CRM000669,GT003100,evaluation
STG000670,CRM,CRM000670,GT005248,calibration
STG000671,CRM,CRM000671,GT002459,calibration
STG000672,CRM,CRM000672,GT007484,evaluation
STG000673,CRM,CRM000673,GT002576,evaluation
STG000674,CRM,CRM000674,GT007277,calibration
STG000675,CRM,CRM000675,GT006500,calibration
STG000676,CRM,CRM000676,GT003183,calibration
STG000677,CRM,CRM000677,GT008016,calibration
STG000678,CRM,CRM000678,GT008376,evaluation
STG000679,CRM,CRM000679,GT006572,calibration
STG000680,CRM,CRM000680,GT000943,calibration
STG000681,CRM,CRM000681,GT004613,calibration
STG000682,CRM,CRM000682,GT001940,calibration
STG000683,CRM,CRM000683,GT004804,calibration
STG000684,CRM,CRM000684,GT000552,calibration
STG000685,CRM,CRM000685,GT000847,calibration
STG000686,CRM,CRM000686,GT005361,evaluation
STG000687,CRM,CRM000687,GT007120,evaluation
STG000688,CRM,CRM000688,GT001663,calibration
STG000689,CRM,CRM000689,GT005542,calibration
STG000690,CRM,CRM000690,GT007107,evaluation
STG000691,CRM,CRM000691,GT008389,calibration
STG000692,CRM,CRM000692,GT004401,evaluation
STG000693,CRM,CRM000693,GT009794,evaluation
STG000694,CRM,CRM000694,GT008184,evaluation
STG000695,CRM,CRM000695,GT003500,calibration
STG000696,CRM,CRM000696,GT001698,evaluation
STG000697,CRM,CRM000697,GT002005,calibration
STG000698,CRM,CRM000698,GT009169,evaluation
STG000699,CRM,CRM000699,GT004210,evaluation
STG000700,CRM,CRM000700,GT008384,calibration
STG000701,CRM,CRM000701,GT002468,calibration
STG000702,CRM,CRM000702,GT007076,calibration
STG000703,CRM,CRM000703,GT006241,calibration
STG000704,CRM,CRM000704,GT000907,calibration
STG000705,CRM,CRM000705,GT001522,calibration
STG000706,CRM,CRM000706,GT005893,calibration
STG000707,CRM,CRM000707,GT005434,calibration
STG000708,CRM,CRM000708,GT007222,calibration
STG000709,CRM,CRM000709,GT002311,calibration
STG000710,CRM,CRM000710,GT005360,evaluation
STG000711,CRM,CRM000711,GT008246,calibration
STG000712,CRM,CRM000712,GT009616,calibration
STG000713,CRM,CRM000713,GT007574,calibration
STG000714,CRM,CRM000714,GT008765,evaluation
STG000715,CRM,CRM000715,GT002037,calibration
STG000716,CRM,CRM000716,GT004867,evaluation
STG000717,CRM,CRM000717,GT009745,evaluation
STG000718,CRM,CRM000718,GT006149,evaluation
STG000719,CRM,CRM000719,GT001513,evaluation
STG000720,CRM,CRM000720,GT003856,calibration
STG000721,CRM,CRM000721,GT001886,calibration
STG000722,CRM,CRM000722,GT008267,evaluation
STG000723,CRM,CRM000723,GT001546,calibration
STG000724,CRM,CRM000724,GT004392,evaluation
STG000725,CRM,CRM000725,GT004881,calibration
STG000726,CRM,CRM000726,GT005033,calibration
STG000727,CRM,CRM000727,GT008365,evaluation
STG000728,CRM,CRM000728,GT000458,calibration
STG000729,CRM,CRM000729,GT001853,evaluation
STG000730,CRM,CRM000730,GT002012,evaluation
STG000731,CRM,CRM000731,GT004498,evaluation
STG000732,CRM,CRM000732,GT009159,calibration
STG000733,CRM,CRM000733,GT007290,calibration
STG000734,CRM,CRM000734,GT004450,calibration
STG000735,CRM,CRM000735,GT003381,evaluation
STG000736,CRM,CRM000736,GT008082,calibration
STG000737,CRM,CRM000737,GT006443,evaluation
STG000738,CRM,CRM000738,GT008928,calibration
STG000739,CRM,CRM000739,GT000522,calibration
STG000740,CRM,CRM000740,GT008098,calibration
STG000741,CRM,CRM000741,GT009880,calibration
STG000742,CRM,CRM000742,GT004994,calibration
STG000743,CRM,CRM000743,GT000753,evaluation
STG000744,CRM,CRM000744,GT000969,calibration
STG000745,CRM,CRM000745,GT009091,calibration
STG000746,CRM,CRM000746,GT001796,calibration
STG000747,CRM,CRM000747,GT007719,calibration
STG000748,CRM,CRM000748,GT007560,calibration
STG000749,CRM,CRM000749,GT004053,calibration
STG000750,CRM,CRM000750,GT002290,calibration
STG000751,CRM,CRM000751,GT001182,calibration
STG000752,CRM,CRM000752,GT002884,calibration
STG000753,CRM,CRM000753,GT006352,calibration
STG000754,CRM,CRM000754,GT008305,evaluation
STG000755,CRM,CRM000755,GT004831,calibration
STG000756,CRM,CRM000756,GT001192,calibration
STG000757,CRM,CRM000757,GT008227,calibration
STG000758,CRM,CRM000758,GT005034,calibration
STG000759,CRM,CRM000759,GT004452,evaluation
STG000760,CRM,CRM000760,GT007403,calibration
STG000761,CRM,CRM000761,GT001815,evaluation
STG000762,CRM,CRM000762,GT000332,calibration
STG000763,CRM,CRM000763,GT002559,calibration
STG000764,CRM,CRM000764,GT004659,evaluation
STG000765,CRM,CRM000765,GT001852,calibration
STG000766,CRM,CRM000766,GT000348,calibration
STG000767,CRM,CRM000767,GT000798,calibration
STG000768,CRM,CRM000768,GT003548,calibration
STG000769,CRM,CRM000769,GT004433,evaluation
STG000770,CRM,CRM000770,GT001778,calibration
STG000771,CRM,CRM000771,GT004895,calibration
STG000772,CRM,CRM000772,GT006348,calibration
STG000773,CRM,CRM000773,GT003467,evaluation
STG000774,CRM,CRM000774,GT005213,calibration
STG000775,CRM,CRM000775,GT001896,calibration
STG000776,CRM,CRM000776,GT003662,evaluation
STG000777,CRM,CRM000777,GT003817,calibration
STG000778,CRM,CRM000778,GT006737,calibration
STG000779,CRM,CRM000779,GT007771,evaluation
STG000780,CRM,CRM000780,GT003201,calibration
STG000781,CRM,CRM000781,GT006718,calibration
STG000782,CRM,CRM000782,GT002522,evaluation
STG000783,CRM,CRM000783,GT008796,calibration
STG000784,CRM,CRM000784,GT001275,evaluation
STG000785,CRM,CRM000785,GT005978,evaluation
STG000786,CRM,CRM000786,GT002354,calibration
STG000787,CRM,CRM000787,GT003212,calibration
STG000788,CRM,CRM000788,GT001908,calibration
STG000789,CRM,CRM000789,GT005247,evaluation
STG000790,CRM,CRM000790,GT008973,evaluation
STG000791,CRM,CRM000791,GT009744,calibration
STG000792,CRM,CRM000792,GT001055,calibration
STG000793,CRM,CRM000793,GT000817,calibration
STG000794,CRM,CRM000794,GT003865,evaluation
STG000795,CRM,CRM000795,GT009499,calibration
STG000796,CRM,CRM000796,GT007268,calibration
STG000797,CRM,CRM000797,GT003519,calibration
STG000798,CRM,CRM000798,GT009549,calibration
STG000799,CRM,CRM000799,GT008875,evaluation
STG000800,CRM,CRM000800,GT004034,calibration
STG000801,CRM,CRM000801,GT009492,calibration
STG000802,CRM,CRM000802,GT008145,calibration
STG000803,CRM,CRM000803,GT007013,evaluation
STG000804,CRM,CRM000804,GT007651,evaluation
STG000805,CRM,CRM000805,GT009361,calibration
STG000806,CRM,CRM000806,GT007205,evaluation
STG000807,CRM,CRM000807,GT006678,calibration
STG000808,CRM,CRM000808,GT004632,calibration
STG000809,CRM,CRM000809,GT009593,evaluation
STG000810,CRM,CRM000810,GT002751,calibration
STG000811,CRM,CRM000811,GT008739,evaluation
STG000812,CRM,CRM000812,GT002399,evaluation
STG000813,CRM,CRM000813,GT002312,calibration
STG000814,CRM,CRM000814,GT002271,calibration
STG000815,CRM,CRM000815,GT008972,calibration
STG000816,CRM,CRM000816,GT007330,evaluation
STG000817,CRM,CRM000817,GT002571,evaluation
STG000818,CRM,CRM000818,GT007023,calibration
STG000819,CRM,CRM000819,GT001430,calibration
STG000820,CRM,CRM000820,GT001249,calibration
STG000821,CRM,CRM000821,GT006683,calibration
STG000822,CRM,CRM000822,GT002148,calibration
STG000823,CRM,CRM000823,GT006430,evaluation
STG000824,CRM,CRM000824,GT009170,calibration
STG000825,CRM,CRM000825,GT008359,calibration
STG000826,CRM,CRM000826,GT006144,calibration
STG000827,CRM,CRM000827,GT004954,calibration
STG000828,CRM,CRM000828,GT004290,calibration
STG000829,CRM,CRM000829,GT007034,evaluation
STG000830,CRM,CRM000830,GT007620,calibration
STG000831,CRM,CRM000831,GT006522,evaluation
STG000832,CRM,CRM000832,GT004770,evaluation
STG000833,CRM,CRM000833,GT007396,evaluation
STG000834,CRM,CRM000834,GT003486,calibration
STG000835,CRM,CRM000835,GT002606,calibration
STG000836,CRM,CRM000836,GT000491,calibration
STG000837,CRM,CRM000837,GT001973,calibration
STG000838,CRM,CRM000838,GT009707,calibration
STG000839,CRM,CRM000839,GT006325,evaluation
STG000840,CRM,CRM000840,GT003759,calibration
STG000841,CRM,CRM000841,GT009552,evaluation
STG000842,CRM,CRM000842,GT000682,evaluation
STG000843,CRM,CRM000843,GT003231,calibration
STG000844,CRM,CRM000844,GT004202,calibration
STG000845,CRM,CRM000845,GT002466,evaluation
STG000846,CRM,CRM000846,GT008140,calibration
STG000847,CRM,CRM000847,GT002657,calibration
STG000848,CRM,CRM000848,GT004871,calibration
STG000849,CRM,CRM000849,GT009698,calibration
STG000850,CRM,CRM000850,GT004919,calibration
STG000851,CRM,CRM000851,GT002384,calibration
STG000852,CRM,CRM000852,GT005954,evaluation
STG000853,CRM,CRM000853,GT008582,calibration
STG000854,CRM,CRM000854,GT003566,calibration
STG000855,CRM,CRM000855,GT000757,calibration
STG000856,CRM,CRM000856,GT004217,calibration
STG000857,CRM,CRM000857,GT008042,calibration
STG000858,CRM,CRM000858,GT001547,calibration
STG000859,CRM,CRM000859,GT003047,calibration
STG000860,CRM,CRM000860,GT001978,calibration
STG000861,CRM,CRM000861,GT009029,evaluation
STG000862,CRM,CRM000862,GT008375,evaluation
STG000863,CRM,CRM000863,GT001381,calibration
STG000864,CRM,CRM000864,GT001272,evaluation
STG000865,CRM,CRM000865,GT002316,calibration
STG000866,CRM,CRM000866,GT007632,calibration
STG000867,CRM,CRM000867,GT000875,evaluation
STG000868,CRM,CRM000868,GT005653,calibration
STG000869,CRM,CRM000869,GT007040,calibration
STG000870,CRM,CRM000870,GT009183,calibration
STG000871,CRM,CRM000871,GT009679,calibration
STG000872,CRM,CRM000872,GT004344,evaluation
STG000873,CRM,CRM000873,GT008540,calibration
STG000874,CRM,CRM000874,GT008457,calibration
STG000875,CRM,CRM000875,GT006151,calibration
STG000876,CRM,CRM000876,GT005524,calibration
STG000877,CRM,CRM000877,GT000104,evaluation
STG000878,CRM,CRM000878,GT007972,calibration
STG000879,CRM,CRM000879,GT004763,calibration
STG000880,CRM,CRM000880,GT001323,evaluation
STG000881,CRM,CRM000881,GT004462,evaluation
STG000882,CRM,CRM000882,GT003828,evaluation
STG000883,CRM,CRM000883,GT006981,evaluation
STG000884,CRM,CRM000884,GT000297,calibration
STG000885,CRM,CRM000885,GT002999,calibration
STG000886,CRM,CRM000886,GT008234,calibration
STG000887,CRM,CRM000887,GT004630,calibration
STG000888,CRM,CRM000888,GT002939,calibration
STG000889,CRM,CRM000889,GT008543,calibration
STG000890,CRM,CRM000890,GT002273,evaluation
STG000891,CRM,CRM000891,GT009847,evaluation
STG000892,CRM,CRM000892,GT002918,evaluation
STG000893,CRM,CRM000893,GT002330,calibration
STG000894,CRM,CRM000894,GT008960,calibration
STG000895,CRM,CRM000895,GT000183,calibration
STG000896,CRM,CRM000896,GT008806,evaluation
STG000897,CRM,CRM000897,GT005588,calibration
STG000898,CRM,CRM000898,GT008048,calibration
STG000899,CRM,CRM000899,GT004223,calibration
STG000900,CRM,CRM000900,GT002546,calibration
STG000901,CRM,CRM000901,GT004443,evaluation
STG000902,CRM,CRM000902,GT001918,calibration
STG000903,CRM,CRM000903,GT000363,calibration
STG000904,CRM,CRM000904,GT003412,evaluation
STG000905,CRM,CRM000905,GT002356,calibration
STG000906,CRM,CRM000906,GT001079,evaluation
STG000907,CRM,CRM000907,GT007301,evaluation
STG000908,CRM,CRM000908,GT000150,calibration
STG000909,CRM,CRM000909,GT008618,calibration
STG000910,CRM,CRM000910,GT000127,calibration
STG000911,CRM,CRM000911,GT002360,evaluation
STG000912,CRM,CRM000912,GT005250,calibration
STG000913,CRM,CRM000913,GT007714,calibration
STG000914,CRM,CRM000914,GT004949,calibration
STG000915,CRM,CRM000915,GT004691,calibration
STG000916,CRM,CRM000916,GT006132,calibration
STG000917,CRM,CRM000917,GT003283,calibration
STG000918,CRM,CRM000918,GT004131,calibration
STG000919,CRM,CRM000919,GT004059,evaluation
STG000920,CRM,CRM000920,GT002670,calibration
STG000921,CRM,CRM000921,GT005352,calibration
STG000922,CRM,CRM000922,GT009912,evaluation
STG000923,CRM,CRM000923,GT006203,calibration
STG000924,CRM,CRM000924,GT000961,calibration
STG000925,CRM,CRM000925,GT002551,evaluation
STG000926,CRM,CRM000926,GT006895,calibration
STG000927,CRM,CRM000927,GT005494,calibration
STG000928,CRM,CRM000928,GT003701,calibration
STG000929,CRM,CRM000929,GT002557,calibration
STG000930,CRM,CRM000930,GT004891,calibration
STG000931,CRM,CRM000931,GT008699,calibration
STG000932,CRM,CRM000932,GT003529,calibration
STG000933,CRM,CRM000933,GT007114,calibration
STG000934,CRM,CRM000934,GT004225,evaluation
STG000935,CRM,CRM000935,GT004665,evaluation
STG000936,CRM,CRM000936,GT009301,calibration
STG000937,CRM,CRM000937,GT002746,calibration
STG000938,CRM,CRM000938,GT008851,calibration
STG000939,CRM,CRM000939,GT000987,evaluation
STG000940,CRM,CRM000940,GT007462,calibration
STG000941,CRM,CRM000941,GT008693,calibration
STG000942,CRM,CRM000942,GT008112,calibration
STG000943,CRM,CRM000943,GT008303,calibration
STG000944,CRM,CRM000944,GT009776,calibration
STG000945,CRM,CRM000945,GT007295,evaluation
STG000946,CRM,CRM000946,GT001909,calibration
STG000947,CRM,CRM000947,GT006945,calibration
STG000948,CRM,CRM000948,GT008179,evaluation
STG000949,CRM,CRM000949,GT005648,calibration
STG000950,CRM,CRM000950,GT000915,calibration
STG000951,CRM,CRM000951,GT003729,evaluation
STG000952,CRM,CRM000952,GT006014,calibration
STG000953,CRM,CRM000953,GT009432,calibration
STG000954,CRM,CRM000954,GT001537,evaluation
STG000955,CRM,CRM000955,GT007479,calibration
STG000956,CRM,CRM000956,GT009831,evaluation
STG000957,CRM,CRM000957,GT009927,calibration
STG000958,CRM,CRM000958,GT002826,evaluation
STG000959,CRM,CRM000959,GT007313,calibration
STG000960,CRM,CRM000960,GT001627,calibration
STG000961,CRM,CRM000961,GT000642,calibration
STG000962,CRM,CRM000962,GT006127,evaluation
STG000963,CRM,CRM000963,GT004014,calibration
STG000964,CRM,CRM000964,GT003513,calibration
STG000965,CRM,CRM000965,GT000081,calibration
STG000966,CRM,CRM000966,GT002021,calibration
STG000967,CRM,CRM000967,GT000316,calibration
STG000968,CRM,CRM000968,GT008130,calibration
STG000969,CRM,CRM000969,GT000843,calibration
STG000970,CRM,CRM000970,GT001558,calibration
STG000971,CRM,CRM000971,GT000644,calibration
STG000972,CRM,CRM000972,GT008166,calibration
STG000973,CRM,CRM000973,GT006034,calibration
STG000974,CRM,CRM000974,GT002071,evaluation
STG000975,CRM,CRM000975,GT001968,calibration
STG000976,CRM,CRM000976,GT001560,evaluation
STG000977,CRM,CRM000977,GT004326,evaluation
STG000978,CRM,CRM000978,GT009261,calibration
STG000979,CRM,CRM000979,GT009496,calibration
STG000980,CRM,CRM000980,GT009676,calibration
STG000981,CRM,CRM000981,GT007721,calibration
STG000982,CRM,CRM000982,GT003497,evaluation
STG000983,CRM,CRM000983,GT005351,calibration
STG000984,CRM,CRM000984,GT003067,calibration
STG000985,CRM,CRM000985,GT006905,calibration
STG000986,CRM,CRM000986,GT003281,calibration
STG000987,CRM,CRM000987,GT008775,calibration
STG000988,CRM,CRM000988,GT002137,evaluation
STG000989,CRM,CRM000989,GT003721,calibration
STG000990,CRM,CRM000990,GT007492,calibration
STG000991,CRM,CRM000991,GT001185,calibration
STG000992,CRM,CRM000992,GT000595,calibration
STG000993,CRM,CRM000993,GT001050,calibration
STG000994,CRM,CRM000994,GT006892,calibration
STG000995,CRM,CRM000995,GT009617,calibration
STG000996,CRM,CRM000996,GT004642,calibration
STG000997,CRM,CRM000997,GT004327,calibration
STG000998,CRM,CRM000998,GT000916,evaluation
STG000999,CRM,CRM000999,GT001012,evaluation
STG001000,CRM,CRM001000,GT002060,evaluation
STG001001,CRM,CRM001001,GT003029,calibration
STG001002,CRM,CRM001002,GT003439,calibration
STG001003,CRM,CRM001003,GT005975,evaluation
STG001004,CRM,CRM001004,GT008903,evaluation
STG001005,CRM,CRM001005,GT000948,evaluation
STG001006,CRM,CRM001006,GT001288,evaluation
