ucr_id,total_linked_records,total_source_systems,source_systems,crm_record_count,ecommerce_record_count,marketing_record_count,online_record_count,support_record_count,ecommerce_transaction_count,ecommerce_total_revenue,ecommerce_total_tickets,ecommerce_average_transaction_value,ecommerce_distinct_events,first_transaction_date_time,last_transaction_date_time,first_attended_event_date,last_attended_event_date,online_session_count,online_total_duration_seconds,online_average_duration_seconds,online_baskets_created,online_baskets_converted,online_linked_transaction_count,first_online_session,last_online_session,online_basket_conversion_rate,marketing_contact_count,marketing_emails_opened,marketing_links_clicked,first_marketing_contact_date,last_marketing_contact_date,latest_marketing_consent_status,support_ticket_count,support_open_ticket_count,support_resolved_ticket_count,support_average_resolution_hours,first_support_ticket,last_support_ticket,first_recorded_interaction,last_recorded_interaction
UCR002249,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,2,0,2,89.98,2,44.99,2.0,2025-02-18 15:00:10,2025-04-01 01:28:28,2025-03-08,2025-08-23,2,1725.0,862.5,2,2,2,2025-02-18 14:59:38,2025-04-01 01:10:22,1.0,1,8,5,2025-03-06,2025-03-06,True,0,0,0,,,,2025-02-18 14:59:38,2025-04-01 01:28:28
UCR002250,5,3,CRM | ECOMMERCE | SUPPORT,1,2,0,0,2,2,109.48,2,54.74,2.0,2025-02-16 08:50:05,2025-11-18 17:47:57,2025-02-22,2025-11-22,0,0.0,,0,0,0,,,0.0,0,0,0,,,,2,0,2,3.88,2025-05-11 22:06:58,2025-05-27 16:28:40,2025-02-16 08:50:05,2025-11-18 17:47:57
UCR002251,9,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,5,0,2,112.84,3,56.42,2.0,2025-01-04 19:55:56,2025-01-29 08:06:24,2025-02-15,2025-09-13,5,3102.0,620.4,3,1,1,2025-01-29 08:01:49,2025-06-27 16:14:07,0.3333,1,2,1,2025-07-08,2025-07-08,False,0,0,0,,,,2025-01-04 19:55:56,2025-07-08
UCR002252,9,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,2,1,3,2,2,136.93,3,68.46,2.0,2025-01-01 22:24:10,2025-03-14 12:39:31,2025-01-11,2025-05-10,3,1419.0,473.0,2,1,1,2025-01-01 22:15:54,2025-07-11 03:42:36,0.5,1,1,0,2025-09-08,2025-09-08,False,2,0,2,17.27,2025-04-30 03:41:36,2025-06-25 20:47:44,2025-01-01 22:15:54,2025-09-08
UCR002253,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,66.38,1,66.38,1.0,2025-10-27 08:46:31,2025-10-27 08:46:31,2025-11-01,2025-11-01,0,0.0,,0,0,0,,,0.0,1,6,0,2025-11-05,2025-11-05,True,0,0,0,,,,2025-10-27 08:46:31,2025-11-05
UCR002254,2,2,CRM | ECOMMERCE,1,1,0,0,0,1,33.92,1,33.92,1.0,2025-04-19 10:51:15,2025-04-19 10:51:15,2025-04-26,2025-04-26,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-04-19 10:51:15,2025-04-19 10:51:15
UCR002255,4,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,1,0,1,32.54,1,32.54,1.0,2025-08-06 19:48:37,2025-08-06 19:48:37,2025-10-11,2025-10-11,1,687.0,687.0,1,1,1,2025-08-06 19:41:03,2025-08-06 19:41:03,1.0,1,13,6,2025-08-19,2025-08-19,True,0,0,0,,,,2025-08-06 19:41:03,2025-08-19
UCR002256,4,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,1,0,1,39.05,1,39.05,1.0,2025-02-18 07:34:53,2025-02-18 07:34:53,2025-05-10,2025-05-10,1,2074.0,2074.0,1,1,1,2025-02-18 07:15:47,2025-02-18 07:15:47,1.0,1,3,0,2025-11-21,2025-11-21,True,0,0,0,,,,2025-02-18 07:15:47,2025-11-21
UCR002257,10,4,CRM | MARKETING | ONLINE | SUPPORT,1,0,2,5,2,0,0.0,0,,,,,,,5,1575.0,315.0,2,0,0,2025-01-06 12:01:21,2025-12-30 02:22:33,0.0,2,14,2,2025-04-18,2025-07-18,False,2,0,2,20.65,2025-01-02 02:30:57,2025-09-17 09:36:21,2025-01-02 02:30:57,2025-12-30 02:22:33
UCR002258,8,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,5,0,1,29.82,1,29.82,1.0,2025-09-30 20:16:20,2025-09-30 20:16:20,2025-10-04,2025-10-04,5,799.0,159.8,0,0,0,2025-09-19 06:44:25,2025-12-27 00:33:29,0.0,1,3,0,2025-09-23,2025-09-23,True,0,0,0,,,,2025-09-19 06:44:25,2025-12-27 00:33:29
UCR002259,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,46.54,1,46.54,1.0,2025-12-04 12:12:39,2025-12-04 12:12:39,2025-12-06,2025-12-06,0,0.0,,0,0,0,,,0.0,1,10,5,2025-11-11,2025-11-11,True,0,0,0,,,,2025-11-11,2025-12-04 12:12:39
UCR002260,2,2,CRM | SUPPORT,1,0,0,0,1,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,1,0,1,19.77,2025-07-26 09:48:31,2025-07-26 09:48:31,2025-07-26 09:48:31,2025-07-26 09:48:31
UCR002261,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,33.92,1,33.92,1.0,2025-04-21 07:49:54,2025-04-21 07:49:54,2025-04-26,2025-04-26,0,0.0,,0,0,0,,,0.0,1,3,0,2025-08-29,2025-08-29,False,0,0,0,,,,2025-04-21 07:49:54,2025-08-29
UCR002262,2,2,CRM | ECOMMERCE,1,1,0,0,0,1,51.8,2,51.8,1.0,2025-03-09 20:50:45,2025-03-09 20:50:45,2025-05-17,2025-05-17,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-09 20:50:45,2025-03-09 20:50:45
UCR002263,13,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,3,3,6,0,3,240.23,5,80.08,3.0,2025-06-30 17:47:45,2025-10-15 23:13:02,2025-07-19,2025-10-18,6,4914.0,819.0,2,1,1,2025-06-30 17:46:47,2025-12-18 14:21:18,0.5,3,19,5,2025-08-21,2025-11-08,True,0,0,0,,,,2025-06-30 17:46:47,2025-12-18 14:21:18
UCR002264,5,3,CRM | MARKETING | ONLINE,1,0,1,3,0,0,0.0,0,,,,,,,3,2150.0,716.67,0,0,0,2025-11-16 22:50:29,2025-11-30 02:58:50,0.0,1,2,1,2025-12-03,2025-12-03,True,0,0,0,,,,2025-11-16 22:50:29,2025-12-03
UCR002265,2,2,CRM | ECOMMERCE,1,1,0,0,0,1,67.78,1,67.78,1.0,2025-09-13 12:29:49,2025-09-13 12:29:49,2025-11-08,2025-11-08,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-09-13 12:29:49,2025-09-13 12:29:49
UCR002266,7,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,2,1,2,1,23.33,1,23.33,1.0,2025-12-24 00:50:02,2025-12-24 00:50:02,2025-12-27,2025-12-27,1,615.0,615.0,1,1,1,2025-12-24 00:41:30,2025-12-24 00:41:30,1.0,2,9,0,2025-12-25,2025-12-27,True,2,0,2,15.52,2025-12-23 01:29:25,2025-12-23 15:37:57,2025-12-23 01:29:25,2025-12-27
UCR002267,5,3,CRM | ECOMMERCE | ONLINE,1,3,0,1,0,3,141.23,4,47.08,3.0,2025-01-27 09:07:36,2025-08-23 01:14:07,2025-02-22,2025-08-30,1,1329.0,1329.0,1,1,1,2025-02-08 04:03:13,2025-02-08 04:03:13,1.0,0,0,0,,,,0,0,0,,,,2025-01-27 09:07:36,2025-08-23 01:14:07
UCR002268,4,3,CRM | MARKETING | SUPPORT,1,0,2,0,1,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,2,8,0,2025-10-02,2025-10-06,True,1,0,1,20.93,2025-04-10 22:59:10,2025-04-10 22:59:10,2025-04-10 22:59:10,2025-10-06
UCR002269,3,3,CRM | ECOMMERCE | ONLINE,1,1,0,1,0,1,47.7,1,47.7,1.0,2025-07-30 15:49:08,2025-07-30 15:49:08,2025-08-02,2025-08-02,1,314.0,314.0,1,1,1,2025-07-30 15:47:17,2025-07-30 15:47:17,1.0,0,0,0,,,,0,0,0,,,,2025-07-30 15:47:17,2025-07-30 15:49:08
UCR002270,4,3,CRM | ECOMMERCE | MARKETING,1,1,2,0,0,1,56.12,2,56.12,1.0,2025-03-29 01:25:35,2025-03-29 01:25:35,2025-05-03,2025-05-03,0,0.0,,0,0,0,,,0.0,2,4,0,2025-02-14,2025-04-06,True,0,0,0,,,,2025-02-14,2025-04-06
UCR002271,3,2,CRM | MARKETING,1,0,2,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,2,16,4,2025-10-04,2025-12-29,True,0,0,0,,,,2025-10-04,2025-12-29
UCR002272,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,2,0,2,111.26,3,55.63,2.0,2025-04-25 20:03:24,2025-05-25 14:40:46,2025-05-03,2025-06-14,2,640.0,320.0,2,2,2,2025-04-25 20:01:41,2025-05-25 14:37:18,1.0,1,4,1,2025-06-14,2025-06-14,False,0,0,0,,,,2025-04-25 20:01:41,2025-06-14
UCR002273,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,3,0,1,51.7,1,51.7,1.0,2025-11-04 07:18:17,2025-11-04 07:18:17,2025-11-15,2025-11-15,3,4524.0,1508.0,2,1,1,2025-10-26 18:32:24,2025-12-03 15:37:49,0.5,1,6,3,2025-10-20,2025-10-20,False,0,0,0,,,,2025-10-20,2025-12-03 15:37:49
UCR002274,5,2,CRM | SUPPORT,2,0,0,0,3,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,3,0,3,19.7,2025-08-13 13:01:52,2025-09-11 21:01:10,2025-08-13 13:01:52,2025-09-11 21:01:10
UCR002275,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,1,0,1,51.7,1,51.7,1.0,2025-08-20 20:36:34,2025-08-20 20:36:34,2025-11-15,2025-11-15,1,522.0,522.0,1,1,1,2025-08-20 20:32:08,2025-08-20 20:32:08,1.0,2,12,1,2025-03-01,2025-12-24,True,0,0,0,,,,2025-03-01,2025-12-24
UCR002276,4,3,CRM | ECOMMERCE | SUPPORT,1,1,0,0,2,1,103.6,4,103.6,1.0,2025-01-18 12:37:40,2025-01-18 12:37:40,2025-05-17,2025-05-17,0,0.0,,0,0,0,,,0.0,0,0,0,,,,2,0,2,4.39,2025-01-06 13:21:23,2025-07-09 20:02:50,2025-01-06 13:21:23,2025-07-09 20:02:50
UCR002277,7,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,4,0,1,261.72,4,261.72,1.0,2025-01-07 10:10:05,2025-01-07 10:10:05,2025-07-19,2025-07-19,4,3936.0,984.0,1,1,1,2025-01-07 09:46:50,2025-09-04 07:57:48,1.0,1,7,1,2025-08-26,2025-08-26,True,0,0,0,,,,2025-01-07 09:46:50,2025-09-04 07:57:48
UCR002278,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,104.78,2,104.78,1.0,2025-01-28 19:58:25,2025-01-28 19:58:25,2025-05-31,2025-05-31,0,0.0,,0,0,0,,,0.0,1,13,1,2025-05-27,2025-05-27,True,0,0,0,,,,2025-01-28 19:58:25,2025-05-27
UCR002279,3,2,CRM | ONLINE,1,0,0,2,0,0,0.0,0,,,,,,,2,701.0,350.5,0,0,0,2025-02-21 13:33:04,2025-03-05 08:48:51,0.0,0,0,0,,,,0,0,0,,,,2025-02-21 13:33:04,2025-03-05 08:48:51
UCR002280,11,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,2,0,3,5,2,122.49,2,61.24,2.0,2025-02-12 08:44:50,2025-03-23 15:14:19,2025-06-14,2025-10-25,3,2431.0,810.33,2,2,2,2025-02-12 08:34:46,2025-10-17 17:35:26,1.0,0,0,0,,,,5,0,5,15.59,2025-01-18 13:01:52,2025-12-06 02:27:22,2025-01-18 13:01:52,2025-12-06 02:27:22
UCR002281,5,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,1,1,0,2,1,27.19,1,27.19,1.0,2025-10-09 22:01:56,2025-10-09 22:01:56,2025-10-11,2025-10-11,0,0.0,,0,0,0,,,0.0,1,6,0,2025-12-02,2025-12-02,True,2,0,2,3.85,2025-10-31 16:57:54,2025-11-10 09:44:11,2025-10-09 22:01:56,2025-12-02
UCR002282,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,1,0,1,38.16,1,38.16,1.0,2025-01-04 13:14:52,2025-01-04 13:14:52,2025-04-12,2025-04-12,1,1502.0,1502.0,1,1,1,2025-01-04 12:58:26,2025-01-04 12:58:26,1.0,2,9,1,2025-07-29,2025-12-20,True,0,0,0,,,,2025-01-04 12:58:26,2025-12-20
UCR002283,13,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,3,1,6,2,3,509.86,8,169.95,3.0,2025-01-02 04:53:23,2025-07-25 08:53:57,2025-02-08,2025-11-01,6,7836.0,1306.0,4,2,2,2025-01-02 04:24:45,2025-12-02 01:58:44,0.5,1,5,1,2025-08-24,2025-08-24,True,2,0,2,16.08,2025-06-03 18:00:18,2025-10-13 13:19:18,2025-01-02 04:24:45,2025-12-02 01:58:44
UCR002284,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,59.64,2,59.64,1.0,2025-09-12 17:38:44,2025-09-12 17:38:44,2025-10-04,2025-10-04,0,0.0,,0,0,0,,,0.0,1,8,2,2025-10-01,2025-10-01,True,0,0,0,,,,2025-09-12 17:38:44,2025-10-01
UCR002285,8,3,CRM | ECOMMERCE | ONLINE,1,3,0,4,0,3,282.75,5,94.25,3.0,2025-04-10 02:42:14,2025-08-14 03:10:02,2025-08-09,2025-10-18,4,5461.0,1365.25,3,2,2,2025-03-21 14:26:12,2025-07-26 10:23:34,0.6667,0,0,0,,,,0,0,0,,,,2025-03-21 14:26:12,2025-08-14 03:10:02
UCR002286,6,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,2,0,1,78.13,1,78.13,1.0,2025-11-20 18:10:24,2025-11-20 18:10:24,2025-11-22,2025-11-22,2,1404.0,702.0,1,1,1,2025-11-20 17:57:09,2025-12-07 21:52:38,1.0,2,3,1,2025-11-04,2025-11-27,False,0,0,0,,,,2025-11-04,2025-12-07 21:52:38
UCR002287,6,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,1,3,0,1,1,87.48,4,87.48,1.0,2025-01-15 21:12:59,2025-01-15 21:12:59,2025-08-16,2025-08-16,0,0.0,,0,0,0,,,0.0,3,15,0,2025-04-17,2025-12-02,True,1,0,1,17.58,2025-05-28 06:34:34,2025-05-28 06:34:34,2025-01-15 21:12:59,2025-12-02
UCR002288,5,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,1,1,1,61.38,1,61.38,1.0,2025-01-23 20:02:25,2025-01-23 20:02:25,2025-01-25,2025-01-25,1,302.0,302.0,1,1,1,2025-01-23 20:00:02,2025-01-23 20:00:02,1.0,1,7,2,2025-12-22,2025-12-22,True,1,1,0,,2025-03-26 14:35:46,2025-03-26 14:35:46,2025-01-23 20:00:02,2025-12-22
UCR002289,3,3,CRM | ECOMMERCE | ONLINE,1,1,0,1,0,1,41.78,2,41.78,1.0,2025-11-23 03:04:17,2025-11-23 03:04:17,2025-11-29,2025-11-29,1,459.0,459.0,1,1,1,2025-11-23 02:59:09,2025-11-23 02:59:09,1.0,0,0,0,,,,0,0,0,,,,2025-11-23 02:59:09,2025-11-23 03:04:17
UCR002290,7,3,CRM | ECOMMERCE | ONLINE,1,2,0,4,0,2,86.53,2,43.26,2.0,2025-01-18 04:43:22,2025-05-16 09:20:53,2025-02-01,2025-08-16,4,3936.0,984.0,1,1,1,2025-01-18 04:27:12,2025-08-02 08:29:54,1.0,0,0,0,,,,0,0,0,,,,2025-01-18 04:27:12,2025-08-02 08:29:54
UCR002291,1,1,CRM,1,0,0,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,,
UCR002292,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,31.7,1,31.7,1.0,2025-02-24 15:50:18,2025-02-24 15:50:18,2025-04-12,2025-04-12,0,0.0,,0,0,0,,,0.0,1,6,1,2025-05-30,2025-05-30,False,0,0,0,,,,2025-02-24 15:50:18,2025-05-30
UCR002293,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,10,5,2025-09-07,2025-09-07,True,0,0,0,,,,2025-09-07,2025-09-07
UCR002294,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,11,3,2025-10-11,2025-10-11,False,0,0,0,,,,2025-10-11,2025-10-11
UCR002295,14,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,3,2,7,1,3,227.59,4,75.86,2.0,2025-05-16 05:17:32,2025-09-22 00:31:55,2025-08-30,2025-10-11,7,6819.0,974.14,2,1,1,2025-02-09 15:29:02,2025-08-13 06:20:15,0.5,2,20,5,2025-04-18,2025-10-13,True,1,0,1,4.27,2025-04-16 23:44:26,2025-04-16 23:44:26,2025-02-09 15:29:02,2025-10-13
UCR002296,8,3,CRM | MARKETING | ONLINE,1,0,1,6,0,0,0.0,0,,,,,,,6,2380.0,396.67,3,0,0,2025-03-12 04:46:48,2025-12-10 13:01:34,0.0,1,4,0,2025-05-28,2025-05-28,False,0,0,0,,,,2025-03-12 04:46:48,2025-12-10 13:01:34
UCR002297,3,3,CRM | ECOMMERCE | MARKETING,1,1,1,0,0,1,134.58,3,134.58,1.0,2025-06-27 09:48:22,2025-06-27 09:48:22,2025-06-28,2025-06-28,0,0.0,,0,0,0,,,0.0,1,3,0,2025-08-15,2025-08-15,True,0,0,0,,,,2025-06-27 09:48:22,2025-08-15
UCR002298,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,3,0,2025-05-12,2025-05-12,True,0,0,0,,,,2025-05-12,2025-05-12
UCR002299,2,2,CRM | MARKETING,1,0,1,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,4,0,2025-08-17,2025-08-17,True,0,0,0,,,,2025-08-17,2025-08-17
UCR002300,4,3,CRM | MARKETING | SUPPORT,1,0,1,0,2,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,5,0,2025-10-04,2025-10-04,True,2,1,1,4.9,2025-02-03 05:18:30,2025-07-03 07:20:48,2025-02-03 05:18:30,2025-10-04
UCR002301,6,3,CRM | ECOMMERCE | ONLINE,1,1,0,4,0,1,26.99,1,26.99,1.0,2025-03-08 12:21:52,2025-03-08 12:21:52,2025-03-22,2025-03-22,4,4868.0,1217.0,1,0,0,2025-04-11 07:52:49,2025-12-09 01:25:40,0.0,0,0,0,,,,0,0,0,,,,2025-03-08 12:21:52,2025-12-09 01:25:40
UCR002302,5,3,CRM | ECOMMERCE | ONLINE,1,1,0,3,0,1,66.8,1,66.8,1.0,2025-06-17 10:46:44,2025-06-17 10:46:44,2025-08-30,2025-08-30,3,2006.0,668.67,1,0,0,2025-02-18 14:36:19,2025-11-28 16:12:57,0.0,0,0,0,,,,0,0,0,,,,2025-02-18 14:36:19,2025-11-28 16:12:57
UCR002303,9,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,2,4,0,2,64.21,2,32.11,2.0,2025-01-06 17:55:06,2025-01-09 16:54:01,2025-01-11,2025-04-05,4,1801.0,450.25,2,0,0,2025-01-14 02:34:16,2025-09-27 05:47:37,0.0,2,13,3,2025-01-01,2025-10-04,False,0,0,0,,,,2025-01-01,2025-10-04
UCR002304,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,1,0,1,23.33,1,23.33,1.0,2025-12-26 20:04:15,2025-12-26 20:04:15,2025-12-27,2025-12-27,1,921.0,921.0,1,1,1,2025-12-26 19:57:22,2025-12-26 19:57:22,1.0,2,10,3,2025-12-28,2025-12-30,False,0,0,0,,,,2025-12-26 19:57:22,2025-12-30
UCR002305,12,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,8,0,1,135.56,2,135.56,1.0,2025-10-07 09:18:53,2025-10-07 09:18:53,2025-11-08,2025-11-08,8,6554.0,819.25,2,0,0,2025-01-11 12:22:08,2025-11-08 23:19:02,0.0,2,13,3,2025-02-19,2025-06-19,True,0,0,0,,,,2025-01-11 12:22:08,2025-11-08 23:19:02
UCR002306,4,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,1,0,1,48.59,1,48.59,1.0,2025-02-05 05:09:54,2025-02-05 05:09:54,2025-07-19,2025-07-19,1,406.0,406.0,1,1,1,2025-02-05 05:05:27,2025-02-05 05:05:27,1.0,1,1,1,2025-08-26,2025-08-26,True,0,0,0,,,,2025-02-05 05:05:27,2025-08-26
UCR002307,4,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,1,0,1,58.25,1,58.25,1.0,2025-02-12 01:47:36,2025-02-12 01:47:36,2025-03-29,2025-03-29,1,779.0,779.0,1,1,1,2025-02-12 01:42:53,2025-02-12 01:42:53,1.0,1,4,1,2025-10-09,2025-10-09,False,0,0,0,,,,2025-02-12 01:42:53,2025-10-09
UCR002308,6,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,2,1,0,2,2,124.46,2,62.23,2.0,2025-01-06 05:59:27,2025-03-02 09:41:08,2025-03-15,2025-07-19,0,0.0,,0,0,0,,,0.0,1,7,0,2025-04-22,2025-04-22,True,2,0,2,6.21,2025-07-19 12:50:13,2025-09-06 05:20:00,2025-01-06 05:59:27,2025-09-06 05:20:00
UCR002309,10,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,1,7,0,1,26.99,1,26.99,1.0,2025-02-16 10:24:11,2025-02-16 10:24:11,2025-03-22,2025-03-22,7,3146.0,449.43,2,1,1,2025-02-16 10:17:44,2025-10-21 23:06:18,0.5,1,7,0,2025-07-19,2025-07-19,True,0,0,0,,,,2025-02-16 10:17:44,2025-10-21 23:06:18
UCR002310,3,3,CRM | ECOMMERCE | ONLINE,1,1,0,1,0,1,61.38,1,61.38,1.0,2025-01-23 23:47:03,2025-01-23 23:47:03,2025-01-25,2025-01-25,1,337.0,337.0,1,1,1,2025-01-23 23:44:41,2025-01-23 23:44:41,1.0,0,0,0,,,,0,0,0,,,,2025-01-23 23:44:41,2025-01-23 23:47:03
UCR002311,7,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1,1,0,3,2,1,77.04,2,77.04,1.0,2025-01-29 23:37:00,2025-01-29 23:37:00,2025-02-15,2025-02-15,3,1679.0,559.67,1,1,1,2025-01-28 00:24:13,2025-12-30 11:11:11,1.0,0,0,0,,,,2,0,2,27.27,2025-01-13 13:51:18,2025-11-28 16:33:25,2025-01-13 13:51:18,2025-12-30 11:11:11
UCR002312,3,2,CRM | MARKETING,1,0,2,0,0,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,2,8,2,2025-01-08,2025-08-31,False,0,0,0,,,,2025-01-08,2025-08-31
UCR002313,4,3,CRM | ECOMMERCE | MARKETING,1,2,1,0,0,2,151.32,4,75.66,2.0,2025-02-06 21:43:08,2025-03-02 05:53:11,2025-03-08,2025-04-05,0,0.0,,0,0,0,,,0.0,1,9,3,2025-11-26,2025-11-26,False,0,0,0,,,,2025-02-06 21:43:08,2025-11-26
UCR002314,11,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,2,1,6,1,2,145.33,3,72.66,2.0,2025-01-02 10:49:43,2025-04-03 09:25:51,2025-01-04,2025-11-29,6,3442.0,573.67,2,1,1,2025-01-02 10:43:12,2025-12-18 00:03:37,0.5,1,4,0,2025-03-24,2025-03-24,True,1,0,1,21.08,2025-01-25 18:42:47,2025-01-25 18:42:47,2025-01-02 10:43:12,2025-12-18 00:03:37
UCR002315,3,3,CRM | MARKETING | SUPPORT,1,0,1,0,1,0,0.0,0,,,,,,,0,0.0,,0,0,0,,,0.0,1,1,0,2025-08-31,2025-08-31,True,1,0,1,24.1,2025-10-06 07:20:54,2025-10-06 07:20:54,2025-08-31,2025-10-06 07:20:54
UCR002316,8,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,3,3,1,0,3,152.52,4,50.84,3.0,2025-01-03 14:23:48,2025-01-13 02:36:02,2025-01-04,2025-03-01,1,189.0,189.0,1,1,1,2025-01-03 14:22:07,2025-01-03 14:22:07,1.0,3,14,1,2025-02-17,2025-12-21,True,0,0,0,,,,2025-01-03 14:22:07,2025-12-21
UCR002317,4,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1,1,1,0,1,1,68.46,1,68.46,1.0,2025-04-18 17:20:44,2025-04-18 17:20:44,2025-05-24,2025-05-24,0,0.0,,0,0,0,,,0.0,1,2,0,2025-04-21,2025-04-21,True,1,0,1,18.7,2025-08-25 11:45:21,2025-08-25 11:45:21,2025-04-18 17:20:44,2025-08-25 11:45:21
UCR002318,5,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,1,1,0,2,376.92,6,188.46,2.0,2025-05-10 13:46:56,2025-08-27 12:03:24,2025-07-05,2025-09-06,1,707.0,707.0,1,1,1,2025-08-27 11:54:08,2025-08-27 11:54:08,1.0,1,4,1,2025-10-27,2025-10-27,False,0,0,0,,,,2025-05-10 13:46:56,2025-10-27
UCR002319,9,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,2,2,4,0,2,148.24,5,74.12,2.0,2025-01-28 09:45:06,2025-04-13 03:26:42,2025-05-31,2025-06-07,4,3567.0,891.75,2,1,1,2025-01-28 09:32:45,2025-12-03 17:07:58,0.5,2,23,12,2025-05-15,2025-07-11,True,0,0,0,,,,2025-01-28 09:32:45,2025-12-03 17:07:58
UCR002320,8,4,CRM | ECOMMERCE | MARKETING | ONLINE,1,1,2,4,0,1,66.21,1,66.21,1.0,2025-02-22 12:10:35,2025-02-22 12:10:35,2025-07-12,2025-07-12,4,3207.0,801.75,1,1,1,2025-01-07 21:47:12,2025-08-15 01:32:16,1.0,2,10,2,2025-07-10,2025-08-16,True,0,0,0,,,,2025-01-07 21:47:12,2025-08-16
UCR002321,4,3,CRM | ECOMMERCE | MARKETING,1,2,1,0,0,2,327.6,5,163.8,2.0,2025-01-01 15:28:59,2025-08-27 03:26:36,2025-02-22,2025-09-06,0,0.0,,0,0,0,,,0.0,1,3,0,2025-01-12,2025-01-12,True,0,0,0,,,,2025-01-01 15:28:59,2025-08-27 03:26:36
UCR002322,4,3,CRM | ECOMMERCE | MARKETING,1,1,2,0,0,1,68.46,1,68.46,1.0,2025-01-09 11:29:19,2025-01-09 11:29:19,2025-05-24,2025-05-24,0,0.0,,0,0,0,,,0.0,2,17,8,2025-04-20,2025-09-03,True,0,0,0,,,,2025-01-09 11:29:19,2025-09-03
UCR002323,5,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1,1,1,1,1,1,39.05,1,39.05,1.0,2025-03-17 11:55:41,2025-03-17 11:55:41,2025-05-10,2025-05-10,1,341.0,341.0,1,1,1,2025-03-17 11:51:03,2025-03-17 11:51:03,1.0,1,7,1,2025-11-15,2025-11-15,True,1,0,1,44.93,2025-06-30 20:15:20,2025-06-30 20:15:20,2025-03-17 11:51:03,2025-11-15
